Job Title,Base Pay,Overtime Pay,Other Pay,Benefits,Total Pay,Pension Debt,Total Pay & Benefits
Sergeant 3,174034.93,164633.23,37547.18,48434.86,376215.34,5946.64,430596.84
Police Officer 3,149926.49,211830.15,18118.78,45145.82,379875.42,5310.47,430331.71
Deputy Sheriff,132385.01,145743.1,23796.73,110478.84,301924.84,17711.27,430114.95
Lieutenant 3,200948.26,107627.26,59734.3,54458.85,368309.82,6939.27,429707.94
"Manager, Dept Public Health",349661.01,0.0,0.0,79924.04,349661.01,0.0,429585.05
Sergeant 3,173315.6,177692.19,23292.18,49117.58,374299.97,6095.47,429513.02
Police Officer 3,149964.5,174279.66,54307.67,45305.01,378551.83,5237.72,429094.56
Lieutenant 3,203671.79,148056.85,16540.75,53668.52,368269.39,6967.16,428905.07
Lieutenant 3,205725.26,131061.24,26897.43,57550.56,363683.93,7301.98,428536.47
Sheriff'S Captain,213366.61,8180.99,32838.49,149000.06,254386.09,24851.19,428237.34
Deputy Sheriff,132397.62,143284.84,26971.19,107852.68,302653.65,17206.18,427712.51
"Captain, Fire Suppression",184143.56,149295.69,32529.72,54641.13,365968.97,6864.86,427474.96
"Battalion Chief, Fire Suppress",217419.62,107425.98,31528.66,63114.54,356374.26,7940.53,427429.33
Commander 3,304390.7,0.0,33092.44,78826.2,337483.14,10817.75,427127.09
Nurse Manager,214964.51,120726.63,31519.58,59668.66,367210.72,0.0,426879.38
Nursing Supervisor,273520.03,27261.84,54704.0,71351.82,355485.87,0.0,426837.69
Supervising Physician Spec,345136.5,2414.84,5837.5,73386.58,353388.84,0.0,426775.42
Nursing Supervisor,257895.46,60739.09,37734.38,70357.25,356368.93,0.0,426726.18
Registered Nurse,280899.74,27728.54,56784.54,61133.51,365412.82,0.0,426546.33
Lieutenant 3,204718.64,112020.81,46593.74,56156.95,363333.19,7014.38,426504.52
Lieutenant 3,207704.89,126605.7,28928.72,56077.89,363239.31,7167.66,426484.86
Registered Nurse,190163.5,170589.44,10485.2,55186.26,371238.14,0.0,426424.4
Senior Deputy Sheriff,146794.0,119280.03,27401.99,114430.49,293476.02,18471.22,426377.73
Supervising Physician Spec,345136.5,2965.78,4785.0,73386.58,352887.28,0.0,426273.86
Deputy Sheriff,132385.01,156542.02,20419.48,100958.15,309346.51,15880.35,426185.01
Police Officer 3,149243.28,206991.46,20256.43,44200.39,376491.17,5123.6,425815.16
Clinical Nurse Specialist,246709.23,114172.21,1787.08,63020.08,362668.52,0.0,425688.6
Sheriff'S Sergeant,160671.52,105048.85,21595.7,119182.2,287316.07,19027.06,425525.33
Sergeant 3,176747.89,165338.13,24639.56,52429.23,366725.58,6245.48,425400.29
Nursing Supervisor,282010.0,46945.42,28201.0,68222.6,357156.42,0.0,425379.02
Sergeant 3,176974.98,123524.2,70492.17,48415.76,370991.35,5942.87,425349.98
Special Nurse,232145.03,140235.71,41033.16,11746.93,413413.9,0.0,425160.83
Sergeant 3,174649.48,173987.93,23511.34,47195.2,372148.75,5715.52,425059.47
Sheriff'S Sergeant,161467.24,94401.5,27120.58,122156.46,282989.32,19599.06,424744.84
Sergeant 3,175816.97,155004.45,37854.14,49765.9,368675.56,6095.09,424536.55
Deputy Sheriff,132385.06,152177.76,17177.2,105773.75,301740.02,16806.44,424320.21
Dep Chf Of Dept (Fire Dept),300519.01,3317.08,33746.08,76141.45,337582.17,10570.31,424293.93
Nurse Manager,239785.35,57057.64,56985.38,70401.48,353828.37,0.0,424229.85
Sheriff'S Lieutenant,166121.52,82101.22,33209.59,123002.89,281432.33,19761.84,424197.06
"Battalion Chief, Fire Suppress",219273.29,102861.31,30835.61,63134.47,352970.21,7969.39,424074.07
Lieutenant 3,198313.06,79280.73,85258.23,54062.91,362852.02,7045.11,423960.04
Senior Physician Specialist,333343.69,705.53,13840.15,75985.24,347889.37,0.0,423874.61
Sergeant 3,174921.93,102537.39,89694.98,50324.06,367154.3,6101.2,423579.56
"Lieutenant, Fire Suppression",155560.61,179569.33,30711.98,51462.81,365841.92,6236.67,423541.4
Nursing Supervisor,282010.0,0.0,66442.02,74739.02,348452.02,0.0,423191.04
Registered Nurse,278203.81,37677.95,52609.09,54682.14,368490.85,0.0,423172.99
"Lieutenant, Fire Suppression",161307.35,176465.73,28843.51,50414.26,366616.59,6029.43,423060.28
Manager Viii,342939.52,0.0,0.0,79935.03,342939.52,0.0,422874.55
Nursing Supervisor Psychiatric,293560.82,0.0,54136.89,75084.08,347697.71,0.0,422781.79
"Lieutenant, Fire Suppression",161307.31,171541.29,32665.36,50976.27,365513.96,6140.51,422630.74
Sergeant 3,174485.4,172736.06,20642.21,48853.5,367863.67,5871.34,422588.51
Police Officer 3,149278.77,201889.2,20523.43,45128.73,371691.4,5307.09,422127.22
Lieutenant 3,197916.15,128800.73,35515.39,52832.36,362232.27,6829.69,421894.32
Police Officer 3,150076.16,180758.06,41378.33,44167.41,372212.55,5117.09,421497.05
Senior Physician Specialist,332943.63,0.0,12347.5,75848.58,345291.13,0.0,421139.71
"Captain, Fire Suppression",203569.02,122299.74,32213.46,55493.56,358082.22,7478.79,421054.57
Sergeant 3,180307.88,147850.73,31854.48,54693.63,360013.09,6173.74,420880.46
Police Officer 3,149948.05,197164.95,24937.66,43702.04,372050.66,5025.11,420777.81
Nursing Supervisor,269451.0,26761.35,53890.2,70558.69,350102.55,0.0,420661.24
Deputy Sheriff,132385.0,138245.04,25313.34,107515.41,295943.38,17141.39,420600.18
Sheriff'S Sergeant,160671.53,98772.46,21712.25,120119.16,281156.24,19207.25,420482.65
Lieutenant 3,206376.65,123494.85,25721.49,57612.7,355592.99,7190.95,420396.64
Lieutenant 3,220201.02,28657.57,99251.9,64626.04,348110.49,7632.32,420368.85
Registered Nurse,252595.0,78369.7,37549.89,51742.09,368514.59,0.0,420256.68
Manager Viii,351045.01,0.0,0.0,68794.85,351045.01,0.0,419839.86
Lieutenant 3,198686.67,135941.77,24281.97,53752.24,358910.41,6955.92,419618.57
Deputy Sheriff,132385.0,150827.05,19644.37,100637.06,302856.42,15818.62,419312.1
Director,340379.7,0.0,0.0,78894.99,340379.7,0.0,419274.69
Supervising Physician Spec,345136.54,0.0,750.0,73386.58,345886.54,0.0,419273.12
Sergeant 3,175302.46,156703.19,31572.23,49688.17,363577.88,5919.08,419185.13
Senior Physician Specialist,339397.57,0.0,2335.98,77092.76,341733.55,0.0,418826.31
Supervising Physician Spec,345136.51,0.0,0.0,73386.58,345136.51,0.0,418523.09
Supervising Physician Spec,345136.5,0.0,0.0,73386.58,345136.5,0.0,418523.08
Senior Portfolio Manager,339680.94,0.0,0.0,78815.61,339680.94,0.0,418496.55
Police Officer 3,161228.34,156544.2,49473.78,45994.71,367246.32,5224.68,418465.71
Sergeant 3,176201.83,139138.14,48555.18,48561.24,363895.15,5985.51,418441.9
Sheriff'S Lieutenant,188634.5,46773.55,25298.3,135535.68,260706.35,22172.02,418414.05
Sergeant 3,175927.13,165996.62,19720.93,50659.55,361644.68,6021.62,418325.85
Supervising Physician Spec,334806.54,0.0,11560.0,71673.22,346366.54,0.0,418039.76
"Captain, Fire Suppression",182778.69,122858.47,48431.66,56573.16,354068.82,7283.84,417925.82
Registered Nurse,276430.92,26349.69,54042.3,60912.24,356822.91,0.0,417735.15
Police Officer 3,149278.75,193851.17,24038.93,45218.44,367168.85,5324.82,417712.11
Lieutenant 3,198808.47,125230.26,32646.63,53997.59,356685.36,6997.47,417680.42
Firefighter,138799.06,179985.3,43833.53,49139.41,362617.89,5777.46,417534.76
Nursing Supervisor,275539.1,2186.49,66135.76,73555.75,343861.35,0.0,417417.1
Asst Med Examiner,323229.05,470.29,19515.0,74041.16,343214.34,0.0,417255.5
Lieutenant 3,209057.74,115578.28,25660.15,59442.4,350296.17,7406.7,417145.27
Deputy Sheriff,132259.11,135930.17,26342.84,105759.37,294532.12,16807.1,417098.59
Sergeant 3,173315.6,170138.39,19358.34,48330.36,362812.33,5939.88,417082.57
Deputy Sheriff,132385.0,138289.17,22792.62,106531.15,293466.79,16952.09,416950.03
Sheriff'S Sergeant,160671.54,92138.05,26143.06,118651.87,278952.65,18925.08,416529.6
Sergeant 3,173315.61,156857.12,32672.97,47784.85,362845.7,5832.06,416462.61
Sheriff'S Captain,218478.09,0.0,19670.21,152549.64,238148.3,25443.98,416141.92
Supervising Physician Spec,328482.5,0.0,17265.0,70237.11,345747.5,0.0,415984.61
Deputy Sheriff,131724.07,131622.08,26081.0,108720.15,289427.15,17390.92,415538.22
"Manager, Dept Public Health",338259.04,0.0,0.0,77243.14,338259.04,0.0,415502.18
Senior Deputy Sheriff,146794.0,97028.31,31342.79,120567.91,275165.1,19651.52,415384.53
Registered Nurse,287623.26,12696.23,54737.76,60267.71,355057.25,0.0,415324.96
Supervising Physician Spec,340904.5,0.0,0.0,74318.77,340904.5,0.0,415223.27
Sergeant 3,173411.53,143425.77,42561.77,49533.22,359399.07,6163.73,415096.02
Police Officer 3,170299.92,117357.1,57122.07,64333.99,344779.09,5947.25,415060.33
Registered Nurse,264876.2,43270.14,54682.68,52129.55,362829.02,0.0,414958.57
Lieutenant 3,204515.39,96905.93,50642.06,55784.35,352063.38,6987.63,414835.36
Registered Nurse,219629.5,119309.16,22672.72,53124.87,361611.38,0.0,414736.25
Dep Chf Of Dept (Fire Dept),300519.0,1103.11,27735.68,74880.04,329357.79,10379.86,414617.69
Sheriff'S Captain,210533.02,12564.63,18994.9,147768.73,242092.55,24524.62,414385.9
Assistant Deputy Chief 2,292775.03,0.0,31215.24,79876.46,323990.27,10291.42,414158.15
Sheriff'S Lieutenant,188634.5,44756.57,22843.4,135590.32,256234.47,22182.53,414007.32
Police Officer 3,166910.52,159373.99,20064.76,61578.1,346349.27,5918.37,413845.74
Sheriff'S Lieutenant,188643.49,27754.38,36454.97,138262.14,252852.84,22696.29,413811.27
Sheriff'S Lieutenant,188616.64,27377.63,36904.27,138064.09,252898.54,22658.34,413620.97
Senior Physician Specialist,325323.26,146.96,13710.0,74424.12,339180.22,0.0,413604.34
Captain 3,290065.82,0.0,38508.53,75753.06,328574.35,9253.2,413580.61
"Lieutenant, Fire Suppression",182448.08,154019.85,20882.13,49500.29,357350.06,6442.72,413293.07
Deputy Sheriff,132385.02,133870.29,23104.9,106813.05,289360.21,17006.31,413179.57
Police Officer 3,149278.76,209410.38,5438.79,43804.91,364127.93,5045.44,412978.28
Dep Dir V,334325.0,0.0,0.0,78372.1,334325.0,0.0,412697.1
Sergeant 3,196378.37,54286.04,83967.05,70991.05,334631.46,6928.24,412550.75
Sergeant 3,180143.95,142770.27,28759.63,54540.55,351673.85,6167.8,412382.2
Sergeant 3,177500.55,154107.84,23762.48,51008.61,355370.87,5949.07,412328.55
Sergeant 3,173830.42,144773.74,39524.91,48267.79,358129.07,5851.1,412247.96
Anesthetist,280238.07,53820.06,11719.18,66200.9,345777.31,0.0,411978.21
Supervising Physician Spec,335536.54,0.0,0.0,76441.05,335536.54,0.0,411977.59
Sheriff'S Lieutenant,188634.5,31475.14,30190.02,138746.25,250299.66,22789.5,411835.41
Assistant Deputy Chief 2,292775.0,0.0,31348.02,77281.76,324123.02,10295.28,411700.06
Police Officer 3,149243.26,190914.91,21610.55,44681.69,361768.72,5218.73,411669.14
Nursing Supervisor,282010.0,0.0,56402.0,72901.16,338412.0,0.0,411313.16
Nursing Supervisor,282010.0,0.0,56402.0,72901.16,338412.0,0.0,411313.16
Nursing Supervisor,282010.0,0.0,56402.0,72901.16,338412.0,0.0,411313.16
Clinical Nurse Specialist,259411.49,79118.34,6783.71,65853.03,345313.54,0.0,411166.57
Registered Nurse,220350.7,99845.95,33852.22,57081.18,354048.87,0.0,411130.05
Dep Dir V,334325.08,0.0,0.0,76750.02,334325.08,0.0,411075.1
"Captain, Fire Suppression",214131.96,36257.99,97214.85,55697.27,347604.8,7630.41,410932.48
Sr Psychiatric Physician Spec,334894.77,0.0,2560.0,73390.38,337454.77,0.0,410845.15
Anesthetist,295589.2,26250.22,18798.37,70140.92,340637.79,0.0,410778.71
Dept Head Iv,334252.03,0.0,0.0,76494.54,334252.03,0.0,410746.57
Chief Forensic Toxicologist,279309.09,0.0,68365.82,62883.69,347674.91,0.0,410558.6
"Lieutenant, Fire Suppression",159419.15,169674.81,25773.76,49487.93,354867.72,5892.68,410248.33
Senior Physician Specialist,333343.02,0.0,1000.0,75848.49,334343.02,0.0,410191.51
Police Officer 3,149515.65,190917.85,19755.53,44705.75,360189.03,5223.49,410118.27
Captain 3,227476.03,50543.66,64230.68,60086.72,342250.37,7613.94,409951.03
Sergeant 3,176085.53,144955.47,32633.63,50152.31,353674.63,6037.73,409864.67
Sergeant 3,181941.94,138987.5,26491.04,56207.79,347420.48,6231.6,409859.87
Deputy Sheriff,132385.0,119361.9,31670.6,108934.99,283417.5,17414.39,409766.88
Commander 3,287576.7,0.0,37757.87,74189.06,325334.57,10181.8,409705.43
Sergeant 3,173315.58,147617.67,34450.22,48330.37,355383.47,5939.88,409653.72
"Captain, Emergency Med Svcs",182425.34,133031.21,32691.17,54343.37,348147.72,6843.13,409334.22
Dep Dir V,327396.53,0.0,0.0,81801.45,327396.53,0.0,409197.98
Police Officer 2,134722.75,216052.62,11743.68,41925.43,362519.05,4673.97,409118.45
Sergeant 3,178489.27,141035.29,28811.74,54145.09,348336.3,6327.57,408808.96
Police Officer 3,173225.02,122923.78,40023.35,66248.5,336172.15,6049.5,408470.15
Registered Nurse,194159.49,152571.84,7575.31,54023.1,354306.64,0.0,408329.74
Sheriff'S Sergeant,160671.53,65138.73,28943.72,132025.31,254753.98,21496.91,408276.2
Sheriff'S Captain,218478.01,15615.47,5469.33,144660.08,239562.81,23926.74,408149.63
Sergeant 3,173315.66,160950.38,18946.46,48559.23,353212.5,5985.12,407756.85
Sheriff'S Lieutenant,187849.45,43582.56,21239.07,133250.49,252671.08,21748.64,407670.21
Dep Dir V,326014.16,0.0,0.0,81634.62,326014.16,0.0,407648.78
Registered Nurse,260932.2,40283.53,52820.96,53457.0,354036.69,0.0,407493.69
Clinical Nurse Specialist,253703.5,87701.19,1669.6,64256.73,343074.29,0.0,407331.02
Police Officer 3,149243.27,199842.27,9213.83,43733.28,358299.37,5031.28,407063.93
Deputy Sheriff,128328.5,126425.63,28416.66,106647.22,283170.79,17083.96,406901.97
Lieutenant 3,197916.13,58482.13,89632.34,53742.55,346030.6,7009.58,406782.73
Nurse Manager,293469.1,26259.33,24010.35,63040.4,343738.78,0.0,406779.18
Registered Nurse,206735.69,113752.89,34204.68,52014.3,354693.26,0.0,406707.56
Sergeant 3,174613.93,153489.73,22935.73,49556.37,351039.39,5988.55,406584.31
Police Officer 3,173005.26,126215.85,33846.87,67289.05,333067.98,6149.22,406506.25
Nurse Manager,233589.01,87632.26,24725.44,60258.86,345946.71,0.0,406205.57
Police Officer 3,149278.75,185747.14,21781.13,44167.41,356807.02,5117.09,406091.52
Senior Physician Specialist,311341.54,11705.16,10828.75,72059.63,333875.45,0.0,405935.08
"Battalion Chief, Fire Suppress",219026.57,78744.54,36033.3,64035.05,333804.41,8089.4,405928.86
Registered Nurse,248924.29,43138.54,55627.52,58235.84,347690.35,0.0,405926.19
Police Officer 3,149278.78,191480.64,15228.77,44648.13,355988.19,5212.1,405848.42
Commander 3,289707.14,0.0,31477.23,74369.64,321184.37,10257.95,405811.96
Deputy Sheriff,132385.03,124520.71,23050.33,108481.61,279956.07,17327.17,405764.85
Registered Nurse,270308.69,68432.25,17916.6,49078.23,356657.54,0.0,405735.77
"Capt,Fire Prev Or Fire Invsgtn",233719.03,74262.18,30383.46,58867.4,338364.67,8417.84,405649.91
Manager Viii,324250.08,0.0,0.0,81341.9,324250.08,0.0,405591.98
Sergeant 3,186266.11,145423.45,18803.1,49248.52,350492.66,5829.12,405570.3
Sr Psychiatric Physician Spec,330721.68,0.0,1000.0,73816.54,331721.68,0.0,405538.22
Anesthetist,275483.69,51287.74,13281.28,65342.44,340052.71,0.0,405395.15
"Battalion Chief, Fire Suppress",218975.09,57663.82,54469.1,65623.59,331108.01,8403.37,405134.97
Nursing Supervisor,256266.85,44566.64,34387.96,69665.79,335221.45,0.0,404887.24
Supervising Physician Spec,324074.04,390.18,11632.5,68656.69,336096.72,0.0,404753.41
Commander 3,287576.7,0.0,31242.87,75608.59,318819.57,10181.8,404609.96
Firefighter,133398.85,207244.12,14844.38,44284.13,355487.35,4817.83,404589.31
Police Officer 2,146427.23,197776.6,11465.97,43666.81,355669.8,5018.14,404354.75
Asst Med Examiner,311146.55,0.0,21120.0,71990.88,332266.55,0.0,404257.43
Registered Nurse,281139.76,25681.34,38435.35,58964.04,345256.45,0.0,404220.49
Supervising Physician Spec,322269.01,7330.29,5141.25,69439.61,334740.55,0.0,404180.16
Sergeant 3,175015.12,149818.81,23494.08,49797.38,348328.01,5991.03,404116.42
Sheriff'S Sergeant,160373.55,68221.58,28244.44,126712.66,256839.57,20482.67,404034.9
Deputy Sheriff,132385.0,139084.46,14187.77,102235.71,285657.23,16126.04,404018.98
"Battalion Chief, Fire Suppress",221089.51,63832.29,46004.81,64858.74,330926.61,8208.7,403994.05
Registered Nurse,302450.56,26849.44,23637.52,50812.43,352937.52,0.0,403749.95
Police Officer 3,174132.97,87293.74,69122.78,67078.32,330549.49,6050.26,403678.07
Dept Head Iv,336119.0,0.0,0.0,67518.04,336119.0,0.0,403637.04
Police Officer 3,150283.21,169473.52,33825.44,44698.47,353582.17,5222.05,403502.69
Lieutenant 3,216963.01,96419.82,28692.85,54479.2,342075.68,6784.38,403339.26
Deputy Sheriff,127524.0,127001.66,26396.97,105457.46,280922.63,16876.88,403256.97
Sr Psychiatric Physician Spec,335765.23,0.0,11980.0,55425.91,347745.23,0.0,403171.14
Police Officer 3,174386.37,134495.28,20907.56,67184.99,329789.21,6053.97,403028.17
"Captain, Emergency Med Svcs",184143.51,127936.59,29628.55,54341.14,341708.65,6805.57,402855.36
Nurse Practitioner,261135.63,45534.46,26664.02,69515.75,333334.11,0.0,402849.86
Lieutenant 3,226939.1,92710.11,20099.66,56217.36,339748.87,6840.47,402806.7
Lieutenant 3,199070.48,49693.92,93420.08,53612.71,342184.48,6983.92,402781.11
"Battalion Chief, Fire Suppress",219741.58,64731.56,44145.67,65634.08,328618.81,8405.44,402658.33
Sergeant 3,173315.6,156855.51,17361.18,48888.85,347532.29,6050.26,402471.4
Assistant Deputy Chief 2,283775.07,0.0,37579.74,70770.25,321354.81,10210.32,402335.38
Nursing Supervisor,273520.02,2631.17,54803.41,71368.58,330954.6,0.0,402323.18
Police Officer 2,148993.07,196390.02,8737.41,43256.51,354120.5,4937.05,402314.06
Dep Dir V,325545.07,0.0,0.0,76749.24,325545.07,0.0,402294.31
Deputy Sheriff,132385.01,127291.53,21595.62,104461.96,281272.16,16554.19,402288.31
Emt/Paramedic/Firefighter,158899.44,160207.28,25566.89,51246.93,344673.61,6231.13,402151.67
Deputy Sheriff,132383.73,122941.56,22071.04,107572.66,277396.33,17152.43,402121.42
Emergency Medical Svcs Chief,292775.01,0.0,33760.19,75581.03,326535.2,0.0,402116.23
Lieutenant 3,200833.13,114241.41,27684.12,52549.26,342758.66,6773.73,402081.65
Police Officer 3,149278.79,186306.99,17158.55,44167.45,352744.33,5117.09,402028.87
"Manager, Dept Public Health",325628.5,0.0,0.0,76320.15,325628.5,0.0,401948.65
Senior Deputy Sheriff,134030.47,127110.88,20962.06,103143.58,282103.41,16608.32,401855.31
Sergeant 3,173315.59,144736.85,28714.21,48888.86,346766.65,6050.27,401705.78
Lieutenant 3,199832.44,106568.19,33372.84,54808.75,339773.47,7090.06,401672.28
Registered Nurse,190625.14,137591.91,17232.86,56002.9,345449.91,0.0,401452.81
Sr Psychiatric Physician Spec,327730.46,0.0,1659.17,72022.94,329389.63,0.0,401412.57
Lieutenant 3,218392.52,84718.21,29102.2,61525.58,332212.93,7561.39,401299.9
Sergeant 3,174283.59,145180.17,25708.39,49781.42,345172.15,6084.26,401037.83
Registered Nurse,284546.18,47071.09,19068.86,50163.34,350686.13,0.0,400849.47
Sergeant 3,179827.78,141366.65,23668.61,50052.65,344863.04,5817.44,400733.13
Sheriff'S Lieutenant,187217.25,33182.88,22389.93,135666.98,242790.06,22227.14,400684.18
Electrical Transit Shop Sprv 1,168337.0,163188.47,18447.24,50676.3,349972.71,0.0,400649.01
Public Safetycomm Disp,126471.76,221539.03,11982.73,40641.65,359993.52,0.0,400635.17
Sergeant 3,189756.39,138320.02,17193.32,49623.3,345269.73,5741.47,400634.5
Sergeant 3,175181.08,147765.8,21378.94,50103.8,344325.82,6095.88,400525.5
Captain 3,263836.13,32268.07,32041.3,63797.94,328145.5,8491.6,400435.04
"Lieutenant, Fire Suppression",159802.3,151908.45,32014.09,50421.53,343724.84,6067.99,400214.36
Registered Nurse,257410.56,25658.72,54829.85,62266.58,337899.13,0.0,400165.71
Senior Physician Specialist,323148.22,0.0,2560.0,74300.23,325708.22,0.0,400008.45
Sergeant 3,174079.5,148574.26,22166.16,48973.2,344819.92,5964.47,399757.59
Sergeant 3,182209.35,142339.85,13184.92,55783.65,337734.12,6144.29,399662.06
Sergeant 3,176069.44,142996.54,24325.38,50173.98,343391.36,6012.49,399577.83
Nursing Supervisor,273520.0,0.0,54704.0,71351.82,328224.0,0.0,399575.82
Sergeant 3,173336.24,153947.75,18584.25,47765.73,345868.24,5828.28,399462.25
Sergeant 3,173315.64,118985.46,52113.12,48888.88,344414.22,6050.27,399353.37
Police Officer 3,169594.2,134632.97,26933.75,61883.25,331160.92,6122.84,399167.01
"Lieutenant, Fire Suppression",161269.64,151335.14,29646.57,50710.19,342251.35,6087.92,399049.46
Lieutenant 3,199504.08,77358.24,54513.97,59563.34,331376.29,8048.89,398988.52
Deputy Sheriff,131791.37,116342.61,24751.58,108710.89,272885.56,17387.06,398983.51
Sheriff'S Sergeant,160671.51,85108.91,16303.78,118007.93,262084.2,18801.24,398893.37
